point	title	description	icon
339016.428866,181712.659966	GM007	<a target='_new' href='static/monumenten/pdfs/GM007.pdf'>OPEN DOCUMENT</a>	gm.png
339060.672926,181683.324692	GM008	<a target='_new' href='static/monumenten/pdfs/GM008.pdf'>OPEN DOCUMENT</a>	gm.png
339213.009805,181944.243507	GM009	<a target='_new' href='static/monumenten/pdfs/GM009.pdf'>OPEN DOCUMENT</a>	gm.png
337681.261296,182275.530662	GM010	<a target='_new' href='static/monumenten/pdfs/GM010.pdf'>OPEN DOCUMENT</a>	gm.png
337458.694458,182281.812308	GM011	<a target='_new' href='static/monumenten/pdfs/GM011.pdf'>OPEN DOCUMENT</a>	gm.png
334424.048535,188898.81622	GM015	<a target='_new' href='static/monumenten/pdfs/GM015.pdf'>OPEN DOCUMENT</a>	gm.png
334475.41037,188798.634745	GM017	<a target='_new' href='static/monumenten/pdfs/GM017.pdf'>OPEN DOCUMENT</a>	gm.png
334421.969443,189059.331616	GM019	<a target='_new' href='static/monumenten/pdfs/GM019.pdf'>OPEN DOCUMENT</a>	gm.png
334852.875762,188191.261602	GM219	<a target='_new' href='static/monumenten/pdfs/GM219.pdf'>OPEN DOCUMENT</a>	gm.png
335247.168578,188206.952632	GM228	<a target='_new' href='static/monumenten/pdfs/GM228.pdf'>OPEN DOCUMENT</a>	gm.png
337554.555209,182560.938229	GM012	<a target='_new' href='static/monumenten/pdfs/GM012.pdf'>OPEN DOCUMENT</a>	gm.png
339204.046032,182523.118121	GM013	<a target='_new' href='static/monumenten/pdfs/GM013.pdf'>OPEN DOCUMENT</a>	gm.png
336250.68301,186668.000317	GM111	<a target='_new' href='static/monumenten/pdfs/GM111.pdf'>OPEN DOCUMENT</a>	gm.png
331864.605666,188084.74774	GM113	<a target='_new' href='static/monumenten/pdfs/GM113.pdf'>OPEN DOCUMENT</a>	gm.png
331765.155565,188580.077323	GM117	<a target='_new' href='static/monumenten/pdfs/GM117.pdf'>OPEN DOCUMENT</a>	gm.png
334094.015291,188938.800596	GM132	<a target='_new' href='static/monumenten/pdfs/GM132.pdf'>OPEN DOCUMENT</a>	gm.png
334520.792753,188858.943259	GM150	<a target='_new' href='static/monumenten/pdfs/GM150.pdf'>OPEN DOCUMENT</a>	gm.png
334394.478549,188992.309973	GM181	<a target='_new' href='static/monumenten/pdfs/GM181.pdf'>OPEN DOCUMENT</a>	gm.png
337199.322489,188912.794241	GM183	<a target='_new' href='static/monumenten/pdfs/GM183.pdf'>OPEN DOCUMENT</a>	gm.png
334345.060049,188433.785314	GM021	<a target='_new' href='static/monumenten/pdfs/GM021.pdf'>OPEN DOCUMENT</a>	gm.png
334405.595217,188842.680192	GM161	<a target='_new' href='static/monumenten/pdfs/GM161.pdf'>OPEN DOCUMENT</a>	gm.png
334434.412717,188558.914743	GM131	<a target='_new' href='static/monumenten/pdfs/GM131.pdf'>OPEN DOCUMENT</a>	gm.png
334296.131415,188323.327891	GM210	<a target='_new' href='static/monumenten/pdfs/GM210.pdf'>OPEN DOCUMENT</a>	gm.png
